statistic_label,year,county,unit,value,region
Rent of dwellings (including imputed rent of owner-occupied dwellings),2010,Cork,Euro Million,591.219113779489,Southern
Rent of dwellings (including imputed rent of owner-occupied dwellings),2010,Donegal,Euro Million,127.259809241192,Northern & Western
Rent of dwellings (including imputed rent of owner-occupied dwellings),2010,Dublin,Euro Million,1962.21705869285,Eastern & Midland
Rent of dwellings (including imputed rent of owner-occupied dwellings),2010,Galway,Euro Million,287.989568311889,Northern & Western
Rent of dwellings (including imputed rent of owner-occupied dwellings),2010,Kerry,Euro Million,137.689793606945,Southern
Rent of dwellings (including imputed rent of owner-occupied dwellings),2010,Kildare,Euro Million,248.409627641086,Eastern & Midland
Rent of dwellings (including imputed rent of owner-occupied dwellings),2010,Kilkenny/Carlow,Euro Million,91.1098634289254,Southern
Rent of dwellings (including imputed rent of owner-occupied dwellings),2010,Laois/Offaly,Euro Million,68.8798967510084,Eastern & Midland
Rent of dwellings (including imputed rent of owner-occupied dwellings),2010,Sligo/Leitrim,Euro Million,26.7499599025766,Northern & Western
Rent of dwellings (including imputed rent of owner-occupied dwellings),2010,Limerick,Euro Million,198.349702679479,Southern
Rent of dwellings (including imputed rent of owner-occupied dwellings),2010,Roscommon/Longford,Euro Million,31.0599534420198,Northern & Western
Rent of dwellings (including imputed rent of owner-occupied dwellings),2010,Louth,Euro Million,121.309818160059,Eastern & Midland
Rent of dwellings (including imputed rent of owner-occupied dwellings),2010,Mayo,Euro Million,121.749817500512,Northern & Western
Rent of dwellings (including imputed rent of owner-occupied dwellings),2010,Meath,Euro Million,193.759709559747,Eastern & Midland
Rent of dwellings (including imputed rent of owner-occupied dwellings),2010,Cavan/Monaghan,Euro Million,49.9099251864522,Northern & Western
Rent of dwellings (including imputed rent of owner-occupied dwellings),2010,Laois/Offaly,Euro Million,66.1599008282044,Eastern & Midland
Rent of dwellings (including imputed rent of owner-occupied dwellings),2010,Roscommon/Longford,Euro Million,57.2499141840191,Northern & Western
